ID,order,heading,maintext,image,backvalue,nextvalue,,"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (",""")",", ",""",",""", """,", """
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (136, ""Go for a walk"", ""Preferably walk in a natural setting. A mountain hike would be perfect. A swim a the beach is also fine. Whatever you do get out of the house and exercise."", NULL, ""135"", ""137"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (137, ""Chemical"", ""This is a chemical imbalance remember so lets fix that. Avoid depressants like alcohol - chuck them all out. Be extremely careful about taking addictive anti-depressants doctors seem to like prescribing - you'll feel nothing rather than get better and they're hard to quit. If legal in your location do some research into magic mushrooms and/or ketamine as they can fix depressive brain chemistry quickly."", NULL, ""136"", ""138"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (138, ""Therapy"", ""Again there is no shame in seeking help. Some people experience something so awful they don't have the tools to process. Talking it through with a professional can be very carthartic and they can give you techniques to cope."", NULL, ""137"", ""139"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (139, ""Meditation"", ""Sit and take the time to meditate for at least 30 minutes every day. This is probably all you'd need to do really it's so powerful. Nothing scarier than being alone with your own thoughts but no better way to work through them too."", NULL, ""138"", ""140"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (140, ""You're happy now with luck."", ""Seriously though depression is a downwards slope but recovery is a slow slope too. Don't expect an instant fix (unless you look at mushrooms or ketamine). Get help if it isn't improving seriously. You got this!"", ""smile.png"", ""139"", ""1"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (200, ""Shitty (at); Family"", ""Nobody knows you or can press your buttons like your extended family can (I'm thinking siblings, parents, adult kids etc);. There are some productive things you can do to manage the mongrels."", ""family.png"", ""1"", ""201"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (201, ""Steam outlet!"", ""If you're really angry first off you need to release that pressure. If you have a healthy outlet (not beating up strangers in parking lots); then use it otherwise think of the following options: meditation, hard exercise, the far more realistic for you easy exercise or talking to someone. Do not use this as an excuse to backslide into distructive behaviour."", NULL, ""200"", ""202"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (202, ""Analyse you"", ""Why are you angry? I know there is a surface thing but why did it effect you, hurt you. You are responsible for your emotions, nobody else so examine what broke your control - it's your issue and choice to be angry ultimately. Also are there any chemical imbalances? Missing coffee, sleep, exercise, intimacy? Be honest about the cause here."", NULL, ""201"", ""203"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (203, ""Analyse them"", ""Why did they act this way? Were they displacing another action (maybe from you?);. Any other mitigating factors eg she's PMSing like crazy? Do you think they can compromise? Do they have the maturity to do so?"", NULL, ""202"", ""204"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (204, ""What do you want?"", ""Seriously what is your best case scenario here? Write it down - it's easy to forget when angry and you just want to crush the other person or win an argument. Be practical, realistic and recognise you'll probably have to compromise."", NULL, ""203"", ""205"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (205, ""Let's talk...urgh"", ""Only consider this if both of you are calm. If not wait till you both are. If you lose your temper when talking even a little you fail here - focus on control. Explain why you're angry (and hurt); and what you'd like to happen. Let that precious bitch moan back at you but stay on target. Bring the conversation back to a resolution and seek that compromise you were looking for. Shake/Apologise as needed."", NULL, ""204"", ""206"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (206, ""Still pissed/butt hurt"", ""For the real grudge holders consider if malice was truly invovled. As a general rule thoughtlessness requires an apology but actual malice requires restitution. Accept that you might not get either depending on the craziness/maturity of the person."", NULL, ""205"", ""208"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (208, ""How to avoid this situation in future"", ""Think of a few ways to avoid this and ask the other person if they have ideas too (the bastard probably has plenty but stay calm);. Agree on at least one constructive thing you can both do to avoid this again - it helps you both recognise responsibility and the issue."", NULL, ""206"", ""209"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (209, ""Hug the shit"", ""They're family and as much as they are a pain in the ass the families that can work together are way more functional so put in the effort to make it work....even if the prick deserves a beating. Drop a joke, buy a drink, get over it."", NULL, ""208"", ""210"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (210, ""Toxic people"", ""Sometimes people are just too crazy, immature or are straight up wankers to move forwards with. The thing to do here is to limit your exposure to them. For family this can be hard but consciously pull back as much as you can and avoid time/activities with them. Never shut the door though - people can change and everyone is learning including you remember."", NULL, ""209"", ""211"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (211, ""Calmed your tits?"", ""Look anger can be horrible but it can be a really great motivator too if harnessed. Use this situation to recognise what needs to change and the anger as fuel to get you off your (ever expanding); ass and make it happen. Go make a change!"", ""smile.png"", ""210"", ""1"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (220, ""Friends am i right?"", ""Humans are pack animals and your friends are largely your pack. You need them like you need a bath. They can be your greatest source of happiness and drive you crazy too!"", ""friends.png"", NULL, ""221"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (221, ""Steam outlet!"", ""If you're really angry first off you need to release that pressure. If you have a healthy outlet (not beating up strangers in parking lots); then use it otherwise think of the following options: meditation, hard exercise, the far more realistic for you easy exercise or talking to someone. Do not use this as an excuse to backslide into distructive behaviour."", NULL, ""220"", ""222"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (222, ""Analyse you"", ""Why are you angry? I know there is a surface thing but why did it effect you, hurt you. You are responsible for your emotions, nobody else so examine what broke your control - it's your issue and choice to be angry ultimately. Also are there any chemical imbalances? Missing coffee, sleep, exercise, intimacy? Be honest about the cause here."", NULL, ""221"", ""223"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (223, ""Analyse them"", ""Why did they act this way? Were they displacing another action (maybe from you?);. Any other mitigating factors eg. she's PMSing like crazy. Do you think they can compromise? Do they have the maturity to do so?"", NULL, ""222"", ""224"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (224, ""What do you want?"", ""Seriously what is your best case scenario here? Write it down - it's easy to forget when angry and you just want to crush the other person or win an argument. Be practical, realistic and recognise you'll probably have to compromise."", NULL, ""223"", ""225"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (225, ""Consider the pack"", ""Is what they're doing or saying truly risking your pack status? If so draw battle lines. Talk to your other friends as soon as possible, explain your side without lying or bitchiness and try to preempt them doing the same thing."", NULL, ""224"", ""226"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (226, ""Let's talk...urgh"", ""Only consider this if both of you are calm. If not wait till you both are. If you lose your temper when talking even a little you fail here - focus on control. Explain why you're angry (and hurt); and what you'd like to happen. Let that precious bitch moan back at you but stay on target. Bring the conversation back to a resolution and seek that compromise you were looking for. Shake/Apologise as needed."", NULL, ""225"", ""227"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (227, ""Still pissed/butt hurt"", ""For the real grudge holders consider if malice was truly invovled. As a general rule thoughtlessness requires an apology but actual malice requires restitution. Accept that you might not get either depending on the craziness/maturity of the person."", NULL, ""226"", ""228"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (228, ""Be discerning!"", ""This is really important: be careful who you pick as your friends! Who you choose will determine your success/failure/happiness etc in life. Hang out with spiders and you're going to catch flies for partners too. Learn that as much fun as it might be to watch Jim get into fights or Jill self destruct in drama each week that these people are toxic and will drag you under eventually. Cut them out of your life - they won't change."", NULL, ""227"", ""229"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (229, ""Calmed your tits?"", ""Look anger can be horrible but it can be a really great motivator too if harnessed. Use this situation to recognise what needs to change and the anger as fuel to get you off your (ever expanding); ass and make it happen. Go make a change, even if worst case that means losing a 'friend' or two."", ""smile.png"", ""228"", ""1"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (230, ""Work Pricks"", ""This is really complicated. The perking order and pack status can be hard to read. Be cautious here - always be unemotional, professional and act like someone is constantly watching your actions - they are!"", ""work.png"", NULL, ""231"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (231, ""Steam outlet!"", ""If you're really angry first off you need to release that pressure. If you have a healthy outlet then use it otherwise think of the following options: meditation, hard exercise, the far more realistic for you easy exercise or talking to someone - definitely not someone from work unless you want it to get around (it absolutely will);. Do not use this as an excuse to backslide into destructive behaviour."", NULL, ""230"", ""232"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (232, ""Analyse you"", ""Why are you angry? I know there is a surface thing but why did it effect you, hurt you. You are responsible for your emotions, nobody else so examine what broke your control - it's your issue and choice to be angry ultimately. Also are there any chemical imbalances? Missing coffee, sleep, exercise, intimacy? Be honest about the cause here."", NULL, ""231"", ""233"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (233, ""Analyse them"", ""Why did they act this way? Were they displacing another action (maybe from you?);. Any other mitigating factors eg she's PMSing like crazy? Do you think they can compromise? Do they have the maturity to do so? Is this part of a work plot to keep you in your role or move you?"", NULL, ""232"", ""234"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (234, ""What do you want?"", ""Seriously what is your best case scenario here? Write it down - it's easy to forget when angry and you just want to crush the other person or win an argument. Be practical, realistic and recognise you'll probably have to compromise."", NULL, ""233"", ""235"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (235, ""Is it serious?"", ""Is this a really big thing? Get advice from a lawyer immediately. You could talk to HR but as friendly as they seem remember their job is only to protect the company. They will always protect the higher ups over you too unless they are under legal stress."", NULL, ""234"", ""236"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (236, ""Shift"", ""Get your resume ready and apply everywhere you can! It's a huge morale and confidence boost if nothing else. No matter what is happening at your current job, moving to a new one is almost certainly a better option. You will generally get better pay and benefits every time you shift and you should be turning down two jobs a year regardless of how happy you might be at your job.  Try not to shift in your first 6 months at a place though."", NULL, ""235"", ""237"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (237, ""I mean it - go apply for jobs or I'll do something for real this time."", ""Apply for 6 jobs at least. Consider work in other cities you've always wanted to visit. Always ask for a 20% pay increase or more."", ""stab.png"", ""236"", ""238"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (238, ""Let's talk...professionally."", ""Only consider this if you are calm - bonus points if the other person is still angry - they might make critical mistakes. Conversely if you lose your temper when talking even a little you fail here - focus on control. Ask for your boss to be present if appropriate. Discuss the situation dispassionately and try to focus on solutions. Keep trying to bring it back to your preferred solution. You win if you get what you want or make the other person lose their cool by being composed."", NULL, ""237"", ""239"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (239, ""Calmed your tits?"", ""It can be hard to find an adequate solution in work conflicts - it's hardly a fair environment so accept that. If you can't move forwards look at avoiding the toxic person/s either by applying to shift sideways (another department); or moving jobs - which is almost certainly the best option (the ungrateful pricks don't deserve you!);."", ""smile.png"", ""238"", ""1"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (240, ""Lover turned hater?"", ""When you are so emotionally open to someone (like you are to a free buffet); it can be impossible not to be hurt easily. These steps should help!"", ""partner.png"", ""1"", ""241"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (241, ""Get some perspective"", ""A common mistake is spending too much time together. If you are always together the other person subconsciously becomes the font of all things good in your life, but also all the bad and frustrations. Get out, talk to some friends, spend some time apart and get that perspective you've probably been missing (like being able to see your toes without bending);."", NULL, ""240"", ""242"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (242, ""Steam outlet!"", ""If you're really angry first off you need to release that pressure. If you have a healthy outlet (not beating up strangers in parking lots); then use it otherwise think of the following options: meditation, hard exercise, the far more realistic for you easy exercise or talking to someone. Do not use this as an excuse to backslide into distructive behaviour."", NULL, ""241"", ""243"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (243, ""Analyse you"", ""Why are you angry? I know there is a surface thing but why did it effect you, hurt you. You are responsible for your emotions, nobody else so examine what broke your control - it's your issue and choice to be angry ultimately. Also are there any chemical imbalances? Missing coffee, sleep, exercise, intimacy? Be honest about the cause here."", NULL, ""242"", ""244"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (244, ""Analyse them"", ""Why did they act this way? Were they displacing another action (maybe from you?);. Any other mitigating factors eg. she's PMSing like crazy. Do you think they can compromise? Do they have the maturity to do so?"", NULL, ""243"", ""245"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (245, ""What do you want?"", ""Seriously what is your best case scenario here? Write it down - it's easy to forget when angry and you just want to crush the other person or win an argument. Be practical, realistic and recognise you'll probably have to compromise."", NULL, ""244"", ""246"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (246, ""Let's talk...urgh"", ""Only consider this if both of you are calm. If not wait till you both are. If you are married or have been together for a long time and this is a serious argument realise that every word you say could read back to you in a court of law. Explain why you're angry (and hurt); and what you'd like to happen. Let that precious bitch moan back at you but stay on target. Bring the conversation back to a resolution and seek that compromise you were looking for. Apologise as needed and try to kiss and make up."", NULL, ""245"", ""247"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (300, ""Injustice sucks...I hate this sooooo much"", ""It's just wrong! It's fucked! But it happened/is happening. What can I do to release this poisoned feeling?"", ""injustice.png"", NULL, ""301"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (247, ""Still pissed/butt hurt"", ""For the real grudge holders consider if malice was truly invovled. As a general rule thoughtlessness requires an apology but actual malice requires restitution. Accept that you might not get either depending on the craziness/maturity of the person."", NULL, ""246"", ""248"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (248, ""How to avoid this situation in future"", ""Think of a few ways to avoid this and ask the other person if they have ideas too (the bastard probably has plenty but stay calm);. Agree on at least one constructive thing you can both do to avoid this again - it helps you both recognise responsibility and the issue."", NULL, ""247"", ""249"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (249, ""Toxic Partners"", ""If there truly is no resolution and you can't see the problem going away it's time to weight up just how healthy this relationship really is. Some people thrive on arguments but personally if I'm in a serious argument more than once every three months I think it's incompatible. It gets more complicated if kids are involved. Whatever you decide be kind to the other person."", NULL, ""248"", ""250"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (250, ""Calmed your tits?"", ""Look anger can be horrible but it can be a really great motivator too if harnessed. Use this situation to recognise what needs to change and the anger as fuel to get you off your (ever expanding); ass and make it happen. Go make a change even if worst case it means changing partners. Don't involve friends if you can - they don't know shit about the situation and might have their own agendas."", ""smile.png"", ""249"", ""1"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (301, ""Justice will bring peace!"", ""If you can do something about it then it isn't worth stressing about it! Solve this! Do what you need to in order to fix it and if you can't do it alone enlist the help you need. You got this!"", NULL, ""300"", ""302"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (302, ""Acceptance.....fuck!"", ""This is hard to accept but if you truly can't do anything about it then it isn't worth stressing about either is it? Accept this reality, put it in the past, close that door and move on. If the injustice is still to happen then focus on the fact that it will pass."", NULL, ""301"", ""303"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (303, ""Stopped grinding your teeth?"", ""I hate frustration but learning to either be proactive or accepting brings a ton of peace. Stressing is not going to help the situation regardless so chill mate - you almost certainly got this even if you can't think of the solution yet! "", ""smile.png"", ""302"", ""1"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (400, ""Anxious"", ""This one can ramp up to a full blown panic attack if you let it so let's get to it!"", ""anxious.png"", NULL, ""401"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (401, ""Actually panicking?"", ""Are you (like) a fat girl trying to wear a swimsuit in public? OK first just stop and focus on your hands. Look at them and focus on every sensation for 2 minutes. Then splash water on your face. You should be under control."", NULL, ""400"", ""402"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (402, ""Why the stress?"", ""Let's get to the root of the cause. Generally anxiety is caused by focussing too much on outcomes. Stop that shit. The outcome is irrelevant now - you need to show more willpower (than you do around chocolate) and force yourself to only focus on the task. "", NULL, ""401"", ""403"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (403, ""It's only a learning experience!"", ""It really helps to just treat everything as a learning experience. Realise the truth - that regardless of the outcome, that you will be braver, wiser and more capable afterwards. Even better if you fail; you learn way more that way! "", NULL, ""402"", ""404"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (405, ""Chill mate! You got this!"", ""Focus just on the task and remember that the whole experience will be a great teacher regardless! Just think, if you'd been this worried before you never would have learned you could eat two tubs of icecream in one sitting!"", ""smile.png"", ""404"", ""1"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (500, ""Ennui"", ""It's defined as: a feeling of listlessness and dissatisfaction arising from a lack of occupation or excitement. For me it is more wondering what it's all about."", ""ennui.png"", NULL, ""501"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (501, ""Occupation and excitment you say?"", ""That definition might be shit but some good occupation and excitment sure does help you stop thinking about the eventual heat death of the universe! Go look up some events, see some live music, meet with friends and loved ones and generally live the hell out of that life of yours! You might like this too (https://imgur.com/gallery/ApzEV); "", NULL, ""500"", ""502"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (502, ""Why bother...the sun will engulf the earth eventually!"", ""Yup. Not wrong there but we are sentient piles of stardust. We are little walking impossibilities floating on a ball of rock hurtling through space towards some destination we can't see. If you can't see the beauty in that you're blind. Meaning is what you find in life but always aim to make the world a little better wherever you go!"", NULL, ""501"", ""503"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (503, ""All about"", ""Life's a short adventure,",,,,,,,,,,,,,
"Remember that and smile,",,,,,,,,,,,,,
"Don't take it all too seriously,",,,,,,,,,,,,,
You're only here for a while.,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Of all our transient things, ",,,,,,,,,,,,,
"The greatest of our treasures,",,,,,,,,,,,,,
"Are our happy carefree smile,",,,,,,,,,,,,,
Our joie de vie and pleasures.,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Guard them and hoard them,",,,,,,,,,,,,,
To share with the deserving,,,,,,,,,,,,,
Fun shared is multiplied ,,,,,,,,,,,,,
But plenty are exploiting.,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plant the seeds of happiness,,,,,,,,,,,,,
"Till the field stretches miles,",,,,,,,,,,,,,
"Try not to be too serious,",,,,,,,,,,,,,
"And always carry your smile."", ""smile.png"", ""502"", ""1"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (404, ""Therapy "", ""Again there is no shame in seeking help. Some people experience something so awful they don't have the tools to process. Talking it through with a professional can be very carthartic and they can give you techniques to cope. "", NULL, ""403"", ""405"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (600, ""Blurg? Overexposed? Want escapism?"", ""This is a real issue. Nothing wastes more of your time or energy than doing destructive things when feeling blurg. We got this!"", ""exhausted.png"", NULL, ""601"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (601, ""Understand the cause"", ""If you're an introvert at heart or you've taken some hits recently it might be causing this. Take a moment to think about the reasons that are contributing. Unless you have the complexity of a spoon there's probably a few. Write them down and any solutions that might relieve them."", NULL, ""600"", ""602"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (602, ""Escapism"", ""When feeling blurg the tendency seems to be to escape into something mindless - TV, books, computer games, or worse, alcohol etc.. This is honestly the worst thing you can do and it won't make you feel better. Also it can start you on a downward slope where you need escapism to avoid worrying about all your escapism!"", NULL, ""601"", ""603"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (603, ""Strong choices"", ""Take a minute to write a list of positive stuff that you would enjoy as your go to eg. beach, hike, gym, walking, shopping, planning a trip, get a massage, walk to a park and meditate, book a concert, wander round art galleries, meet friends etc.. Pick one instead and do it! Don't feel bad about budget here - avoiding blurg is important!"", NULL, ""602"", ""604"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (604, ""Meditate"", ""This will help. You know this like you know the local supermarket chocolate isle. Go off now and meditate for just 15 minutes. It doesn't have to be great meditation but go do it now."", NULL, ""603"", ""605"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (605, ""I mean it fatty! Go meditate now!"", ""What the hell are you doing here? Go meditate before you click further or else!"", ""stab.png"", ""604"", ""606"");",,,,,,,,,,,,,
"INSERT INTO FIX (order, heading, maintext, image, backvalue, nextvalue) VALUES (606, ""Blurg fought off for another day!"", ""Well done! Go do your productive activity now. It's easier every time you fight this good fight and harder every time you don't. You made a positive decision - keep making it! If there were serious issues you listed contributing to this that aren't going away consider therapy or drastic changes to get past them."", ""smile.png"", ""605"", ""1"");",,,,,,,,,,,,,
